type,source,status,age_rating,year,episodes,mal_score,mal_scored_by,anilist_score,score_gap_mal_anilist,num_platforms,Action,Adventure,Avant Garde,Boys Love,Comedy,Drama,Fantasy,Girls Love,Gourmet,Horror,Josei,Kids,Mystery,Romance,Sci-Fi,Seinen,Shoujo,Shounen,Slice of Life,Sports,Supernatural,Suspense
TV,manga,finished_airing,r+,1998.0,20,6.08,1605,5.3,-0.78,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TV,manga,finished_airing,g,1973.0,52,6.83,454,6.1,-0.73,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,original,finished_airing,g,1974.0,156,5.8,139,,,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,novel,finished_airing,pg,1993.0,26,6.27,408,4.9,-1.37,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,,finished_airing,pg_13,1980.0,22,6.63,464,6.7,0.07,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TV,,finished_airing,g,1973.0,52,6.44,668,5.2,-1.24,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,,finished_airing,pg,1988.0,13,6.05,543,5.1,-0.95,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,2009.0,12,7.26,21853,6.8,-0.46,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
MOVIE,original,finished_airing,r,1990.0,1,6.66,504,6.2,-0.46,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,book,finished_airing,g,1997.0,70,7.41,1350,7.2,-0.21,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,light_novel,finished_airing,r,2008.0,24,7.33,408179,7.0,-0.33,6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,game,finished_airing,pg_13,2009.0,26,6.67,6380,5.9,-0.77,0,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,visual_novel,finished_airing,pg_13,2008.0,13,6.98,9399,6.4,-0.58,1,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,1988.0,20,7.23,2113,6.4,-0.83,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,manga,finished_airing,pg,2005.0,51,6.48,2895,6.0,-0.48,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,r+,2008.0,1,7.96,41166,7.6,-0.36,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True
MOVIE,original,finished_airing,g,1997.0,1,6.02,468,5.5,-0.52,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,1998.0,1,5.87,321,5.4,-0.47,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,1979.0,50,7.3,3760,6.7,-0.6,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
MOVIE,original,finished_airing,g,2008.0,1,7.17,2790,6.8,-0.37,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TV,original,finished_airing,g,1999.0,26,5.7,223,4.4,-1.3,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,visual_novel,finished_airing,pg_13,2011.0,1,6.03,11447,5.4,-0.63,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
TV,other,finished_airing,r+,2009.0,12,6.13,38874,5.6,-0.53,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,visual_novel,finished_airing,pg_13,2009.0,13,6.48,39396,6.1,-0.38,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,2008.0,25,8.07,148095,7.7,-0.37,1,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
TV,other,finished_airing,r+,1986.0,32,7.06,466,6.1,-0.96,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TV,manga,finished_airing,r,2008.0,12,7.56,99103,7.3,-0.26,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
TV,game,finished_airing,pg_13,2009.0,12,7.18,39945,6.8,-0.38,3,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,2001.0,1,4.3,435,3.3,-1.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,2006.0,11,6.03,431,5.4,-0.63,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,1999.0,16,6.52,527,5.2,-1.32,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,visual_novel,finished_airing,r+,2008.0,12,6.38,83320,5.8,-0.58,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,2008.0,13,7.06,233016,6.5,-0.56,5,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
MOVIE,original,finished_airing,r+,2006.0,1,5.12,649,4.7,-0.42,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,1994.0,37,6.91,734,6.6,-0.31,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,g,1995.0,52,6.59,260,6.0,-0.59,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,visual_novel,finished_airing,pg_13,2008.0,12,7.98,69798,7.7,-0.28,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
MOVIE,,finished_airing,g,1999.0,1,6.57,300,5.1,-1.47,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,game,finished_airing,pg,1999.0,1,6.58,15354,6.2,-0.38,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,game,finished_airing,pg,2000.0,1,6.73,26050,6.4,-0.33,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,game,finished_airing,pg,2001.0,1,6.5,8271,6.1,-0.4,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,game,finished_airing,pg,2002.0,1,6.51,10700,6.0,-0.51,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,novel,finished_airing,,1994.0,26,6.5,764,5.5,-1.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg,2003.0,26,6.18,251,4.4,-1.78,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,g,1990.0,46,7.0,611,6.6,-0.4,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,1974.0,26,6.56,889,6.2,-0.36,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,1973.0,35,6.8,2038,6.2,-0.6,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,2008.0,12,7.66,111239,7.0,-0.66,2,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,2006.0,26,6.1,1274,5.6,-0.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
MOVIE,manga,finished_airing,pg_13,2008.0,1,7.5,148170,7.1,-0.4,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
TV,manga,finished_airing,r+,1982.0,8,6.16,1390,5.8,-0.36,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
MOVIE,novel,finished_airing,r+,1992.0,1,7.01,2149,6.7,-0.31,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,novel,finished_airing,r,2008.0,13,7.15,17087,6.8,-0.35,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
TV,game,finished_airing,pg_13,2008.0,26,7.28,51449,6.9,-0.38,2,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,visual_novel,finished_airing,r,2009.0,26,7.02,96697,6.3,-0.72,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
TV,manga,finished_airing,r,2008.0,24,7.65,651352,7.3,-0.35,6,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
TV,manga,finished_airing,pg_13,2008.0,13,7.2,14732,6.8,-0.4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TV,original,finished_airing,g,2008.0,26,5.32,244,4.3,-1.02,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,2008.0,12,5.73,1640,5.0,-0.73,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
MOVIE,other,finished_airing,g,1993.0,1,8.38,7428,7.7,-0.68,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,book,finished_airing,g,1999.0,1,7.03,1071,6.2,-0.83,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,g,1990.0,43,6.73,450,6.0,-0.73,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,1997.0,12,5.67,538,5.3,-0.37,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,1980.0,26,6.64,563,6.6,-0.04,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,,finished_airing,g,1975.0,296,7.01,1189,6.7,-0.31,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,g,1981.0,694,7.03,7941,6.8,-0.23,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,manga,finished_airing,g,2001.0,26,6.26,134,5.3,-0.96,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,1985.0,1,6.68,873,5.9,-0.78,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg,1959.0,1,6.1,1104,5.4,-0.7,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,card_game,finished_airing,g,2000.0,51,6.6,2180,6.2,-0.4,1,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,1988.0,1,4.71,1596,4.3,-0.41,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,r+,2009.0,1,7.34,66611,7.0,-0.34,3,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,visual_novel,finished_airing,r,2008.0,12,6.28,157751,5.7,-0.58,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
TV,other,finished_airing,r,2008.0,24,7.51,60263,7.4,-0.11,2,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg_13,2008.0,1,6.88,14003,6.7,-0.18,4,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
MOVIE,original,finished_airing,r+,2010.0,1,7.87,16570,7.6,-0.27,0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,2009.0,12,6.67,113758,6.2,-0.47,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
TV,manga,finished_airing,pg_13,2008.0,26,7.75,7055,7.1,-0.65,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MOVIE,original,finished_airing,g,1972.0,1,6.15,889,6.2,0.05,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,other,finished_airing,,2001.0,23,5.28,216,4.4,-0.88,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,g,1979.0,73,6.71,483,6.5,-0.21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,r,1969.0,26,6.99,592,5.9,-1.09,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,other,finished_airing,pg,2008.0,25,6.08,2596,5.5,-0.58,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,2009.0,25,8.39,43981,8.3,-0.09,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
MOVIE,manga,finished_airing,pg_13,2008.0,1,7.95,12169,7.6,-0.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
TV,manga,finished_airing,pg_13,2009.0,12,6.99,81295,6.7,-0.29,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TV,manga,finished_airing,r+,2010.0,13,7.12,3957,6.5,-0.62,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
TV,manga,finished_airing,r,2009.0,12,7.25,33988,6.9,-0.35,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
TV,manga,finished_airing,r,2008.0,12,6.86,33711,6.4,-0.46,0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,2008.0,25,8.32,123923,8.1,-0.22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
TV,light_novel,finished_airing,pg_13,2009.0,26,7.16,16133,6.8,-0.36,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,1963.0,56,6.24,742,5.2,-1.04,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg_13,1986.0,1,5.78,2735,5.5,-0.28,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,other,finished_airing,g,1998.0,43,6.43,1172,5.4,-1.03,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,g,2003.0,104,7.08,523,6.5,-0.58,0,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,r,2009.0,12,7.72,25572,7.6,-0.12,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
TV,original,finished_airing,pg_13,1994.0,48,7.51,1393,7.3,-0.21,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,r,2009.0,23,7.11,46221,6.6,-0.51,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
TV,light_novel,finished_airing,r,2009.0,15,8.32,777956,8.2,-0.12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
TV,card_game,finished_airing,pg,2008.0,50,6.57,1398,5.9,-0.67,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MOVIE,novel,finished_airing,pg,2009.0,1,7.24,6417,7.0,-0.24,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,book,finished_airing,pg,2000.0,26,6.76,366,6.5,-0.26,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,g,2008.0,13,6.08,120,,,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,1982.0,1,5.64,925,5.0,-0.64,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,original,finished_airing,pg,1979.0,24,6.94,881,5.9,-1.04,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
MOVIE,,finished_airing,pg,2008.0,1,7.58,9734,7.2,-0.38,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
MOVIE,,finished_airing,g,1968.0,1,6.04,566,5.2,-0.84,0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,,finished_airing,pg,1975.0,26,7.04,519,5.9,-1.14,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,light_novel,finished_airing,pg_13,2009.0,12,6.1,64131,5.5,-0.6,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TV,manga,finished_airing,r,2009.0,64,9.11,2338030,9.0,-0.11,5,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,original,finished_airing,pg,2003.0,26,6.32,482,5.0,-1.32,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,1976.0,36,6.09,397,5.6,-0.49,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,4_koma_manga,finished_airing,r+,1998.0,16,6.23,2769,5.9,-0.33,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,1994.0,20,6.83,207,5.8,-1.03,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,light_novel,finished_airing,pg_13,2009.0,12,7.4,7810,7.0,-0.4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TV,original,finished_airing,r+,1983.0,36,6.79,545,6.3,-0.49,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,2009.0,12,7.26,42317,6.9,-0.36,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
TV,original,finished_airing,pg_13,1984.0,25,6.67,1207,6.4,-0.27,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,novel,finished_airing,pg_13,2009.0,11,6.85,3815,6.5,-0.35,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
MOVIE,novel,finished_airing,r,2000.0,1,6.12,766,5.7,-0.42,0,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
TV,manga,finished_airing,pg_13,2009.0,13,7.55,36954,7.3,-0.25,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MOVIE,original,finished_airing,r,2009.0,1,5.92,21374,5.4,-0.52,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TV,,finished_airing,g,1997.0,156,6.1,387,4.5,-1.6,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,,finished_airing,pg_13,1993.0,39,7.11,804,6.6,-0.51,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TV,manga,finished_airing,g,2001.0,39,7.12,1838,6.4,-0.72,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TV,original,finished_airing,g,1992.0,50,6.87,577,6.5,-0.37,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,g,1987.0,50,7.07,791,6.3,-0.77,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
MOVIE,light_novel,finished_airing,r,2008.0,1,7.43,118668,7.0,-0.43,1,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
MOVIE,light_novel,finished_airing,r+,2009.0,1,8.36,119616,8.1,-0.26,1,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
TV,manga,finished_airing,pg_13,1994.0,39,6.86,860,5.9,-0.96,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TV,novel,finished_airing,pg_13,2009.0,24,7.08,21651,6.5,-0.58,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,,finished_airing,g,1986.0,33,6.27,434,5.4,-0.87,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,r+,,1,6.36,5686,6.1,-0.26,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TV,manga,finished_airing,r+,2009.0,26,7.18,4697,6.4,-0.78,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TV,game,finished_airing,g,2008.0,127,7.78,147540,7.7,-0.08,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
MOVIE,manga,finished_airing,r,1967.0,1,5.36,473,4.6,-0.76,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,light_novel,finished_airing,pg_13,2009.0,13,7.38,16353,7.1,-0.28,1,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,r+,2008.0,13,5.91,179,,,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg,2008.0,51,6.32,347,5.4,-0.92,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,novel,finished_airing,pg,2009.0,1,6.14,436,4.9,-1.24,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg_13,2009.0,1,6.27,143,4.2,-2.07,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,original,finished_airing,g,2008.0,11,5.26,240,4.2,-1.06,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,g,1990.0,48,7.13,588,6.6,-0.53,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,manga,finished_airing,r,1984.0,23,6.44,966,5.9,-0.54,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,2009.0,26,8.67,192227,8.5,-0.17,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
TV,manga,finished_airing,pg,2008.0,51,7.43,57625,7.2,-0.23,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TV,novel,finished_airing,g,1975.0,26,7.43,1726,7.3,-0.13,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
TV,manga,finished_airing,pg,1989.0,49,7.23,610,6.8,-0.43,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TV,manga,finished_airing,pg_13,1990.0,87,7.21,606,6.7,-0.51,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,manga,finished_airing,g,2007.0,13,6.39,576,6.0,-0.39,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
TV,manga,finished_airing,r+,2010.0,13,7.25,138545,6.8,-0.45,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,1998.0,25,6.64,243,6.6,-0.04,0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
TV,original,finished_airing,pg,1977.0,53,6.61,421,5.3,-1.31,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
MOVIE,other,finished_airing,g,1998.0,1,6.14,615,5.1,-1.04,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg,2008.0,1,7.4,2661,6.9,-0.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
MOVIE,manga,finished_airing,r,2008.0,1,7.5,5397,7.1,-0.4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,manga,finished_airing,pg_13,1991.0,50,6.6,799,6.2,-0.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MOVIE,manga,finished_airing,r,1997.0,1,6.86,1290,6.1,-0.76,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
MOVIE,original,finished_airing,g,,1,4.91,540,4.2,-0.71,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TV,manga,finished_airing,pg_13,2009.0,13,8.53,135212,8.3,-0.23,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
MOVIE,,finished_airing,pg_13,1983.0,1,6.12,421,5.7,-0.42,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,g,2008.0,10,5.48,1364,5.2,-0.28,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,2009.0,26,7.02,8639,6.6,-0.42,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,2009.0,1,7.79,16919,7.5,-0.29,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
