type,source,status,age_rating,is_adult,year,episodes,duration_min,is_long_running,is_movie,mal_score,mal_scored_by,anilist_score,score_gap_mal_anilist,genres,num_platforms,Action,Adventure,Avant Garde,Boys Love,Comedy,Drama,Fantasy,Girls Love,Gourmet,Horror,Josei,Kids,Mystery,Romance,Sci-Fi,Seinen,Shoujo,Shounen,Slice of Life,Sports,Supernatural,Suspense
TV,game,finished_airing,pg_13,False,2019.0,12.0,23.0,False,False,5.8,7204.0,5.3,-0.5,Adventure | Anthropomorphic | Comedy,1.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,visual_novel,finished_airing,pg_13,False,2017.0,1.0,50.0,False,True,6.47,9541.0,6.2,-0.27,Mystery | Psychological | Sci-Fi | Supernatural,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
TV,4_koma_manga,finished_airing,pg_13,False,2018.0,12.0,12.0,False,False,7.3,115154.0,6.9,-0.4,Comedy | Gag Humor | Parody,4.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,other,finished_airing,pg_13,False,2017.0,12.0,10.0,False,False,5.75,544.0,4.7,-1.05,Comedy | Workplace,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2017.0,25.0,24.0,False,False,6.49,2130.0,5.9,-0.59,Anthropomorphic | Comedy | Music,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg,False,2022.0,12.0,4.0,False,False,4.64,2151.0,4.1,-0.54,CGDCT | Comedy | School,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,radio,finished_airing,g,False,,1.0,32.0,False,True,4.9,326.0,3.7,-1.2,Historical,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2017.0,12.0,2.0,False,False,6.59,7632.0,6.6,0.01,Comedy,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2017.0,12.0,24.0,False,False,7.32,142950.0,7.1,-0.22,Comedy | Otaku Culture | School | Seinen,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MOVIE,novel,finished_airing,pg,False,1976.0,1.0,91.0,False,True,4.84,200.0,3.7,-1.14,Action | Fantasy | Martial Arts,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,picture_book,finished_airing,pg,False,2017.0,12.0,10.0,False,False,4.45,450.0,3.4,-1.05,Comedy | Fantasy | Historical,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,8.0,False,True,5.29,392.0,4.3,-0.99,Military,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,29.0,False,True,5.33,326.0,4.3,-1.03,Drama | Educational | Historical,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,4.0,False,True,4.44,410.0,3.3,-1.14,Comedy,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,9.0,False,True,4.94,319.0,3.9,-1.04,Adventure,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,1930.0,1.0,8.0,False,True,4.31,462.0,3.4,-0.91,Kids,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,other,finished_airing,g,False,1927.0,1.0,6.0,False,True,5.37,776.0,4.5,-0.87,Drama,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,11.0,False,True,4.81,340.0,3.9,-0.91,Historical | Military,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,3.0,False,True,4.64,353.0,3.6,-1.04,Kids,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,28.0,False,True,4.71,301.0,3.6,-1.11,Military,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,other,finished_airing,g,False,,1.0,6.0,False,True,5.52,381.0,4.6,-0.92,Action | Historical | Supernatural,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
MOVIE,other,finished_airing,g,False,,1.0,8.0,False,True,4.88,369.0,3.9,-0.98,Fantasy | Historical,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,12.0,False,True,5.37,349.0,4.5,-0.87,Military | Sci-Fi | Supernatural,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
MOVIE,original,finished_airing,g,False,,1.0,3.0,False,True,3.87,712.0,3.2,-0.67,Avant Garde,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,1931.0,1.0,10.0,False,True,4.98,386.0,4.0,-0.98,Kids,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,10.0,False,True,4.49,460.0,3.8,-0.69,Mystery,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,5.0,False,True,4.2,684.0,3.5,-0.7,Avant Garde,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,4.0,False,True,4.45,495.0,3.7,-0.75,Avant Garde,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,3.0,False,True,4.36,431.0,3.4,-0.96,Avant Garde,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,book,finished_airing,g,False,,1.0,17.0,False,True,5.75,447.0,4.9,-0.85,Kids,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,11.0,False,True,5.04,318.0,3.8,-1.24,Educational | Kids,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,book,finished_airing,g,False,,1.0,15.0,False,True,5.55,468.0,4.8,-0.75,Kids,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,light_novel,finished_airing,pg_13,False,2017.0,12.0,24.0,False,False,7.23,167002.0,7.0,-0.23,Adult Cast | Comedy | Ecchi | Otaku Culture | Romance,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg_13,False,2018.0,1.0,60.0,False,True,7.5,2932.0,7.1,-0.4,Action | Historical | Martial Arts | Shounen | Supernatural,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
MOVIE,manga,finished_airing,pg_13,False,2018.0,1.0,57.0,False,True,7.2,2535.0,6.9,-0.3,Action | Historical | Shounen | Supernatural,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
TV,original,finished_airing,pg_13,False,2017.0,12.0,24.0,False,False,6.37,31752.0,6.1,-0.27,Comedy | Otaku Culture | Parody | School,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg,False,2015.0,1.0,96.0,False,True,5.03,318.0,4.2,-0.83,Fantasy,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,mixed_media,finished_airing,pg_13,False,2017.0,12.0,24.0,False,False,6.26,38018.0,5.8,-0.46,Romance,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,2013.0,1.0,1.0,False,True,4.37,381.0,3.8,-0.57,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,4_koma_manga,finished_airing,pg_13,False,2017.0,1.0,8.0,False,True,6.47,1433.0,6.2,-0.27,Comedy,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,4_koma_manga,finished_airing,pg_13,False,2017.0,1.0,8.0,False,True,6.48,1331.0,6.2,-0.28,Comedy,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,web_manga,finished_airing,pg_13,False,2017.0,13.0,3.0,False,False,6.95,113430.0,6.7,-0.25,Adult Cast | Comedy | Gourmet | Romance,2.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
MOVIE,other,finished_airing,g,False,1927.0,1.0,9.0,False,True,4.96,595.0,4.1,-0.86,Fantasy | Historical,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,novel,finished_airing,g,False,,1.0,18.0,False,True,5.39,244.0,,,Adventure,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,7.67,35101.0,7.7,0.03,Drama | Music | Performing Arts | School,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,light_novel,finished_airing,pg_13,False,2017.0,12.0,24.0,False,False,7.82,937446.0,7.6,-0.22,Drama | Psychological | School | Suspense,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
MOVIE,original,finished_airing,g,False,2012.0,1.0,10.0,False,True,5.25,126.0,,,Music | Sci-Fi | Space,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,original,finished_airing,g,False,2017.0,4.0,1.0,False,False,4.77,297.0,3.4,-1.37,Comedy | Music,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg,False,2017.0,46.0,1.0,False,False,5.81,119.0,,,Comedy | Music,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,4_koma_manga,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,7.04,31319.0,6.8,-0.24,CGDCT | Comedy | School,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,,finished_airing,pg,False,2015.0,52.0,28.0,False,False,6.39,626.0,5.7,-0.69,Adventure | Kids | Mecha | Racing | Strategy Game,1.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,,finished_airing,pg,False,2016.0,26.0,28.0,False,False,6.06,225.0,5.0,-1.06,Adventure | Kids | Mecha | Racing | Strategy Game,1.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,,finished_airing,pg,False,2017.0,26.0,28.0,False,False,5.93,203.0,,,Adventure | Kids | Mecha | Racing | Strategy Game,1.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,2017.0,1.0,72.0,False,True,6.06,115.0,,,Adventure | Kids | Mecha | Racing | Strategy Game,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2017.0,12.0,24.0,False,False,8.39,222966.0,8.3,-0.09,Action | Anthropomorphic | Drama | Fantasy | Mystery | Seinen,2.0,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2018.0,24.0,24.0,False,False,6.82,26178.0,6.5,-0.32,Action | Fantasy | Urban Fantasy,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,light_novel,finished_airing,pg_13,False,2018.0,1.0,94.0,False,True,8.1,166170.0,8.0,-0.1,Comedy | Drama | Romance | School,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
MOVIE,picture_book,finished_airing,g,False,2020.0,1.0,100.0,False,True,6.61,1404.0,6.1,-0.51,Adventure | Fantasy,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2017.0,12.0,24.0,False,False,7.23,138583.0,7.0,-0.23,Drama | Love Polygon | Romance | School,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg,False,,26.0,21.0,False,False,5.82,238.0,,,Kids | Racing,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,g,False,2014.0,40.0,23.0,False,False,6.13,231.0,,,Fantasy | Kids | Strategy Game,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,visual_novel,finished_airing,pg_13,False,2019.0,1.0,84.0,False,True,7.37,2888.0,6.9,-0.47,Idols (Male) | Josei | Music,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
TV,picture_book,finished_airing,pg,False,2018.0,10.0,20.0,False,False,5.89,155.0,4.6,-1.29,Comedy | Fantasy | Kids | Mystery,0.0,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2018.0,13.0,14.0,False,False,7.63,11709.0,7.6,-0.03,Adventure | CGDCT | Iyashikei | Slice of Life,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
MOVIE,,finished_airing,g,False,2012.0,1.0,88.0,False,True,6.19,115.0,,,Adventure | Drama | Historical,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,novel,finished_airing,pg_13,False,2018.0,1.0,90.0,False,True,8.23,68064.0,8.3,0.07,Award Winning | Drama | Music | Performing Arts | School,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,novel,finished_airing,pg_13,False,2019.0,1.0,100.0,False,True,7.79,43942.0,7.7,-0.09,Drama | Music | Performing Arts | School,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,5.0,False,True,6.27,836.0,5.7,-0.57,Drama | Fantasy,2.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,2.0,False,True,5.54,1019.0,5.3,-0.24,Avant Garde | Supernatural,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TV,web_manga,finished_airing,pg_13,False,2017.0,10.0,24.0,False,False,6.2,135472.0,5.8,-0.4,Comedy | Ecchi | Harem | Romance | School,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2017.0,13.0,5.0,False,False,6.33,14023.0,5.8,-0.53,Avant Garde | Horror | Supernatural,1.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
TV,light_novel,finished_airing,pg_13,False,2017.0,12.0,4.0,False,False,3.87,2454.0,3.2,-0.67,Comedy | Military | Parody | Sci-Fi | Space,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,original,finished_airing,g,False,2017.0,9.0,3.0,False,False,5.6,3050.0,4.8,-0.8,Comedy | Parody,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg,False,2018.0,1.0,108.0,False,True,7.43,4551.0,7.2,-0.23,Adventure | Fantasy | Kids,0.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,3.0,False,True,4.47,311.0,3.5,-0.97,Kids,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,,1.0,11.0,False,True,5.25,291.0,4.3,-0.95,Fantasy,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,4_koma_manga,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,7.36,63301.0,7.2,-0.16,CGDCT | Otaku Culture | Slice of Life,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TV,web_manga,finished_airing,pg_13,False,2018.0,6.0,24.0,False,False,6.47,25909.0,6.1,-0.37,Adventure | Fantasy | Video Game,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,r,False,2021.0,1.0,109.0,False,True,7.46,6217.0,7.3,-0.16,Mecha | Sci-Fi | Seinen | Space,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
TV,manga,finished_airing,r,False,2018.0,12.0,24.0,False,False,8.65,1838487.0,8.6,-0.05,Action | Drama | Gore | Military | Shounen | Survival | Suspense,5.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
TV,manga,finished_airing,pg_13,False,2017.0,12.0,24.0,False,False,7.97,635145.0,7.8,-0.17,Ecchi | Gourmet | School | Shounen,4.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,manga,finished_airing,pg_13,False,2018.0,25.0,24.0,False,False,7.59,30880.0,7.4,-0.19,Racing | Shounen | Sports,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
TV,light_novel,finished_airing,pg_13,False,2019.0,25.0,24.0,False,False,7.9,1103572.0,7.6,-0.3,Action | Adventure | Drama | Fantasy | Isekai,3.0,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg_13,False,2018.0,1.0,110.0,False,True,7.86,19442.0,7.7,-0.16,Action | Award Winning | Detective | Drama | Mystery,1.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg,False,2014.0,26.0,13.0,False,False,5.8,132.0,,,Anthropomorphic | Kids | Mecha,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2017.0,12.0,4.0,False,False,4.86,1966.0,4.3,-0.56,Comedy | Gourmet | Parody | School,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,7.46,55592.0,7.1,-0.36,Comedy | Seinen,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TV,web_manga,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,7.46,58642.0,7.3,-0.16,Mythology | Pets | School | Slice of Life | Supernatural,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
TV,web_manga,finished_airing,r,False,2018.0,12.0,24.0,False,False,7.14,27916.0,6.7,-0.44,Action | Drama | Historical | Military | Samurai,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,5.69,12872.0,5.1,-0.59,Action | Drama | Sci-Fi,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,web_manga,finished_airing,pg_13,False,2017.0,12.0,24.0,False,False,8.25,155270.0,8.1,-0.15,Adventure | Iyashikei | Mystery | Sci-Fi | Slice of Life,2.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
TV,original,finished_airing,pg_13,False,2018.0,13.0,24.0,False,False,8.5,238344.0,8.4,-0.1,Adventure | CGDCT | Comedy | Drama,4.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,False,2018.0,1.0,135.0,False,True,6.46,32378.0,6.3,-0.16,Avant Garde | Comedy | Mecha | Parody | Sci-Fi,2.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2017.0,13.0,24.0,False,False,8.51,113973.0,8.2,-0.31,Action | Comedy | Gag Humor | Historical | Parody | Samurai | Sci-Fi | Shounen,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
TV,original,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,7.13,139715.0,7.1,-0.03,Award Winning | Mecha | Sci-Fi,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,False,2019.0,1.0,111.0,False,True,7.88,149833.0,7.7,-0.18,Mecha | Sci-Fi | Super Power,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2018.0,24.0,24.0,False,False,7.21,1131125.0,7.0,-0.21,Drama | Mecha | Romance | Sci-Fi,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,False,2018.0,1.0,115.0,False,True,8.4,221100.0,8.2,-0.2,Drama | Fantasy,4.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2018.0,24.0,23.0,False,False,8.14,18383.0,7.9,-0.24,Action | Adult Cast | Adventure | Comedy | Mystery | Seinen,4.0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
MOVIE,manga,finished_airing,g,False,2005.0,1.0,1.0,False,True,5.83,401.0,,,Comedy | Parody,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,7.67,320350.0,7.4,-0.27,Comedy | Love Status Quo | Romance | School | Shounen,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
MOVIE,visual_novel,finished_airing,r,False,2019.0,2.0,50.0,False,True,6.89,20557.0,6.7,-0.19,Action | School,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg_13,False,2017.0,1.0,90.0,False,True,7.18,1419.0,6.8,-0.38,Shounen | Sports,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
TV,4_koma_manga,finished_airing,pg_13,False,2017.0,13.0,3.0,False,False,6.63,3861.0,6.5,-0.13,Comedy | Idols (Female),1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,novel,finished_airing,r,False,2018.0,12.0,24.0,False,False,7.35,65627.0,7.1,-0.25,Action | Adult Cast | Crossdressing | Detective | Mystery | Organized Crime,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TV,light_novel,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,6.82,89865.0,6.5,-0.32,Comedy | Strategy Game,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg,False,2011.0,122.0,11.0,True,False,6.23,202.0,,,Comedy | Kids,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,g,False,2017.0,1.0,86.0,False,True,5.63,177.0,,,Action | Drama | Kids,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,web_manga,finished_airing,pg_13,False,2017.0,12.0,2.0,False,False,4.76,2321.0,4.2,-0.56,Slice of Life | Workplace,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TV,manga,finished_airing,r,False,2018.0,12.0,24.0,False,False,6.83,124950.0,6.6,-0.23,Action | Adult Cast | Drama | Romance | Seinen | Supernatural | Vampire,3.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
MOVIE,manga,finished_airing,pg_13,False,2018.0,1.0,99.0,False,True,7.08,186331.0,6.9,-0.18,Action | Adventure | Fantasy | Shounen,1.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MOVIE,manga,finished_airing,r+,False,2017.0,1.0,90.0,False,True,7.27,9680.0,6.9,-0.37,Drama | Mecha | Military | Sci-Fi | Seinen | Space,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
TV,manga,finished_airing,r,False,2018.0,24.0,24.0,False,False,5.6,11658.0,5.3,-0.3,Action | Drama | Historical | Martial Arts | Seinen,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TV,web_manga,finished_airing,pg_13,False,2018.0,11.0,23.0,False,False,7.91,590110.0,7.8,-0.11,Adult Cast | Comedy | Otaku Culture | Romance | Workplace,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2018.0,51.0,24.0,False,False,7.63,279552.0,7.6,-0.03,Action | Adventure | Fantasy | Shounen,2.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,manga,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,6.66,44551.0,6.4,-0.26,Sports | Team Sports,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
MOVIE,original,finished_airing,pg_13,False,2018.0,1.0,111.0,False,True,7.56,4129.0,7.4,-0.16,Action | Comedy | Drama | Mahou Shoujo,0.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,visual_novel,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,6.51,9601.0,6.1,-0.41,Adventure | Comedy | Fantasy | Parody | Reverse Harem,1.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,game,finished_airing,r,False,2018.0,16.0,24.0,False,False,6.97,352858.0,6.8,-0.17,Adventure | Gore | Horror | Psychological | Suspense,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
