type,source,status,age_rating,is_adult,year,episodes,duration_min,is_long_running,is_movie,mal_score,mal_scored_by,anilist_score,score_gap_mal_anilist,genres,num_platforms,Action,Adventure,Avant Garde,Boys Love,Comedy,Drama,Fantasy,Girls Love,Gourmet,Horror,Josei,Kids,Mystery,Romance,Sci-Fi,Seinen,Shoujo,Shounen,Slice of Life,Sports,Supernatural,Suspense
TV,game,finished_airing,pg_13,False,2014.0,12.0,24.0,False,False,6.44,25785.0,6.1,-0.34,Fantasy,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,other,finished_airing,r,False,2014.0,24.0,24.0,False,False,6.64,39328.0,6.1,-0.54,Historical | Mecha | Sci-Fi,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,25.0,24.0,False,False,7.79,77613.0,7.5,-0.29,School | Shounen | Sports,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
MOVIE,original,finished_airing,pg_13,False,2014.0,1.0,52.0,False,True,7.19,13090.0,6.9,-0.29,Drama | Idols (Female) | Music,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,novel,finished_airing,pg,False,1987.0,1.0,88.0,False,True,6.57,428.0,5.9,-0.67,Adventure | Drama | Historical | Mystery | Supernatural,0.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
TV,game,finished_airing,pg_13,False,2014.0,4.0,4.0,False,False,5.65,6581.0,5.4,-0.25,Slice of Life,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TV,4_koma_manga,finished_airing,pg_13,False,2014.0,12.0,23.0,False,False,7.49,97119.0,7.3,-0.19,CGDCT | Iyashikei | Slice of Life | Workplace,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
MOVIE,,finished_airing,pg,False,2007.0,1.0,51.0,False,True,5.99,202.0,,,Comedy | Fantasy | Kids,1.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,1998.0,1.0,55.0,False,True,6.01,141.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,2000.0,1.0,25.0,False,True,5.84,126.0,4.7,-1.14,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg,False,2014.0,15.0,4.0,False,False,6.8,10691.0,6.5,-0.3,School | Shounen | Slice of Life | Supernatural,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
TV,4_koma_manga,finished_airing,pg_13,False,2014.0,12.0,24.0,False,False,7.52,154100.0,7.3,-0.22,Drama | School | Shounen,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MOVIE,original,finished_airing,r,False,2015.0,1.0,113.0,False,True,7.69,148457.0,7.5,-0.19,Action | Adult Cast | Military | Sci-Fi,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,r,False,2014.0,12.0,25.0,False,False,6.55,75017.0,6.1,-0.45,Action | Sci-Fi | Shounen | Super Power,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
MOVIE,manga,finished_airing,g,False,2014.0,1.0,97.0,False,True,7.54,4659.0,7.4,-0.14,Award Winning | Comedy | Sci-Fi | Seinen,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,12.0,24.0,False,False,7.65,202123.0,7.4,-0.25,Love Status Quo | Romance | School | Seinen,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
TV,original,finished_airing,g,False,2014.0,49.0,24.0,False,False,6.88,5393.0,6.6,-0.28,Action | Mahou Shoujo,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg_13,False,2014.0,1.0,110.0,False,True,8.06,27309.0,7.8,-0.26,Action | Detective | Mystery | Shounen,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
TV,other,finished_airing,pg_13,False,2014.0,26.0,4.0,False,False,5.73,5991.0,5.2,-0.53,Action | Mahou Shoujo,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,4_koma_manga,finished_airing,pg_13,False,2014.0,13.0,2.0,False,False,6.0,2437.0,5.9,-0.1,Comedy | Parody | School | Seinen,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TV,manga,finished_airing,r+,False,2014.0,13.0,24.0,False,False,6.84,174590.0,6.4,-0.44,Drama | Gore | Mystery | Sci-Fi | Seinen | Super Power,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
TV,,finished_airing,g,False,2014.0,13.0,2.0,False,False,5.17,152.0,,,Comedy | Historical | Mecha | Parody | Sci-Fi,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,24.0,14.0,False,False,7.58,17018.0,7.5,-0.08,Adventure | CGDCT | Iyashikei | Slice of Life,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TV,original,finished_airing,pg_13,False,2014.0,13.0,24.0,False,False,7.12,42705.0,6.7,-0.42,Mecha | Sci-Fi | Time Travel,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,visual_novel,finished_airing,pg_13,False,2015.0,13.0,24.0,False,False,7.01,26693.0,6.6,-0.41,Comedy | Idols (Male) | Josei | Music | Reverse Harem | Romance | School,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
TV,,finished_airing,pg,False,2014.0,12.0,5.0,False,False,5.69,125.0,,,Adventure | Kids | Mystery,0.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,g,False,1978.0,1.0,15.0,False,True,6.21,132.0,,,Comedy | Historical | Kids,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg,False,2014.0,1.0,94.0,False,True,8.13,44484.0,7.8,-0.33,Comedy | Kids | Sci-Fi | Shounen | Time Travel,2.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
MOVIE,game,finished_airing,r,False,2014.0,1.0,98.0,False,True,7.61,53042.0,7.4,-0.21,Action | Super Power | Supernatural,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
MOVIE,,finished_airing,g,False,1981.0,1.0,15.0,False,True,6.14,145.0,,,Comedy | Historical | Kids,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,g,False,1981.0,30.0,25.0,False,False,6.11,166.0,6.6,0.49,Comedy | Shounen,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MOVIE,manga,finished_airing,g,False,1982.0,1.0,37.0,False,True,5.54,173.0,4.7,-0.84,Comedy | Shounen,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,manga,finished_airing,g,False,1982.0,13.0,25.0,False,False,6.09,142.0,,,Action | Comedy | School,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,g,False,1982.0,1.0,31.0,False,True,6.17,381.0,5.0,-1.17,Action | Comedy | Martial Arts | Shounen,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,12.0,24.0,False,False,5.86,111488.0,5.5,-0.36,Action | Comedy | Fantasy | School | Shounen,2.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,game,finished_airing,pg_13,False,2015.0,12.0,25.0,False,False,6.82,94642.0,6.4,-0.42,Action | Anthropomorphic | Military | School | Sci-Fi,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,pg,False,2013.0,39.0,6.0,False,False,5.82,965.0,,,Action | Shounen | Strategy Game,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,,finished_airing,pg,False,1967.0,52.0,25.0,False,False,6.06,160.0,6.0,-0.06,Comedy | Kids,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,1982.0,13.0,25.0,False,False,5.71,118.0,,,Comedy,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,novel,finished_airing,g,False,2014.0,1.0,103.0,False,True,8.04,185464.0,7.8,-0.24,Drama | Mystery | Psychological | Suspense,2.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,light_novel,finished_airing,pg_13,False,2014.0,11.0,23.0,False,False,7.11,102696.0,6.8,-0.31,Adventure | Mystery | Supernatural,2.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
TV,visual_novel,finished_airing,pg_13,False,2014.0,12.0,24.0,False,False,6.99,68419.0,6.5,-0.49,Fantasy | Isekai | Josei | Mythology | Reverse Harem | Romance,1.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
MOVIE,game,finished_airing,pg,False,2014.0,1.0,76.0,False,True,6.56,31479.0,6.4,-0.16,Adventure | Fantasy | Kids,0.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,game,finished_airing,pg,False,2014.0,1.0,22.0,False,True,6.34,2876.0,5.7,-0.64,Adventure | Comedy | Fantasy | Kids,0.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2015.0,13.0,24.0,False,False,7.48,24019.0,7.4,-0.08,Action | Idols (Female) | Music | Sci-Fi,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TV,mixed_media,finished_airing,pg_13,False,2014.0,12.0,24.0,False,False,7.01,210844.0,6.7,-0.31,Drama | Mystery | Sci-Fi | Super Power,2.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,148.0,24.0,True,False,6.74,37649.0,6.4,-0.34,Action | Fantasy | Shounen | Strategy Game,7.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
MOVIE,original,finished_airing,pg_13,False,2014.0,1.0,83.0,False,True,7.91,196412.0,7.8,-0.11,Award Winning | Romance,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,23.0,3.0,False,False,6.9,4315.0,6.3,-0.6,Comedy | Sci-Fi | Shounen,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
TV,original,finished_airing,pg_13,False,2014.0,25.0,25.0,False,False,6.41,27425.0,6.0,-0.41,Mecha | Romance | Sci-Fi | Space,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,12.0,24.0,False,False,7.32,42138.0,7.1,-0.22,CGDCT | Iyashikei | Performing Arts | School | Slice of Life,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
MOVIE,game,finished_airing,pg,False,2014.0,1.0,48.0,False,True,6.65,675.0,6.2,-0.45,Idols (Female) | Music | Sports,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TV,original,finished_airing,pg_13,False,2014.0,33.0,24.0,False,False,6.76,9173.0,6.5,-0.26,Action | Strategy Game,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,12.0,23.0,False,False,7.45,49779.0,7.0,-0.45,Action | Historical | Shoujo | Supernatural,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
MOVIE,other,finished_airing,g,False,1959.0,1.0,8.0,False,True,5.05,291.0,3.9,-1.15,Kids,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,r+,False,2014.0,12.0,24.0,False,False,6.16,27598.0,5.7,-0.46,Comedy | Ecchi | Mecha | Parody | Sci-Fi | Seinen,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
TV,original,finished_airing,r,False,2014.0,12.0,24.0,False,False,5.68,9792.0,5.0,-0.68,Historical | Mecha,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,game,finished_airing,pg_13,False,2014.0,52.0,22.0,False,False,6.69,3772.0,5.7,-0.99,Strategy Game,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,card_game,finished_airing,r,False,2014.0,12.0,24.0,False,False,7.61,188012.0,7.4,-0.21,Action | Adventure | Fantasy,4.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,visual_novel,finished_airing,pg_13,False,2014.0,12.0,24.0,False,False,6.73,35635.0,6.3,-0.43,Drama | Romance | School | Sci-Fi | Time Travel,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2014.0,12.0,11.0,False,False,7.01,1746.0,6.6,-0.41,Comedy | Parody | School,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,music,finished_airing,pg_13,False,2013.0,1.0,6.0,False,True,6.35,3057.0,6.0,-0.35,Avant Garde | Award Winning | Drama | Horror | Music,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,12.0,13.0,False,False,7.08,136100.0,6.7,-0.38,Comedy | Ecchi | Harem | Seinen,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2018.0,12.0,24.0,False,False,7.74,148747.0,7.5,-0.24,Comedy | Love Polygon | Romance | School | Seinen | Video Game,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
TV,light_novel,finished_airing,pg_13,False,2014.0,24.0,24.0,False,False,6.72,1422144.0,6.6,-0.12,Action | Adventure | Fantasy | Romance | Video Game,5.0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
MOVIE,manga,finished_airing,pg_13,False,2012.0,2.0,96.0,False,True,8.41,18479.0,8.0,-0.41,Action | Comedy | Gag Humor | Historical | Parody | Samurai | Sci-Fi | Shounen,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
MOVIE,,finished_airing,pg,False,1998.0,1.0,25.0,False,True,5.96,121.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,1992.0,1.0,32.0,False,True,5.82,205.0,4.9,-0.92,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,10.0,24.0,False,False,8.69,129287.0,8.6,-0.09,Adult Cast | Adventure | Historical | Iyashikei | Mystery | Seinen | Slice of Life | Supernatural,2.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
MOVIE,,finished_airing,pg,False,1996.0,1.0,30.0,False,True,6.02,138.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,2009.0,1.0,21.0,False,True,5.84,121.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,2001.0,1.0,51.0,False,True,6.1,143.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,2005.0,1.0,21.0,False,True,6.18,126.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,1994.0,1.0,30.0,False,True,5.9,124.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,2004.0,1.0,21.0,False,True,6.06,119.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,2008.0,1.0,52.0,False,True,5.85,166.0,4.7,-1.15,Comedy | Fantasy | Kids,1.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,2004.0,1.0,51.0,False,True,6.46,159.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,1999.0,1.0,56.0,False,True,6.13,133.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,12.0,23.0,False,False,7.63,543506.0,7.5,-0.13,Love Polygon | Romance | School | Shoujo,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2012.0,51.0,13.0,False,False,5.83,375.0,4.6,-1.23,Action | Adventure | Comedy | Fantasy | Kids | Strategy Game,0.0,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2013.0,51.0,25.0,False,False,5.7,379.0,4.6,-1.1,Action | Adventure | Comedy | Fantasy | Kids | Strategy Game,0.0,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,26.0,4.0,False,False,6.64,1834.0,,,Comedy,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,,finished_airing,pg,False,1994.0,1.0,60.0,False,True,5.93,128.0,,,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,102.0,24.0,True,False,7.66,602616.0,7.4,-0.26,Action | Adventure | Fantasy | Shounen,1.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,game,finished_airing,pg,False,2014.0,51.0,23.0,False,False,5.96,950.0,5.0,-0.96,Kids | Strategy Game,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,12.0,23.0,False,False,7.57,153184.0,7.3,-0.27,Adventure | Fantasy | Romance | Shoujo,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
MOVIE,,finished_airing,,False,1994.0,1.0,87.0,False,True,5.93,120.0,,,Sports | Team Sports,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TV,4_koma_manga,finished_airing,pg_13,False,2014.0,12.0,4.0,False,False,6.51,39489.0,6.1,-0.41,Comedy | Girls Love | School,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,pg_13,False,2014.0,11.0,23.0,False,False,8.63,207202.0,8.6,-0.03,Award Winning | Drama | Seinen | Sports,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
TV,manga,finished_airing,r,False,2014.0,10.0,24.0,False,False,8.06,234623.0,7.9,-0.16,Action | Historical | Mystery | Mythology | Shounen | Supernatural,5.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
TV,light_novel,finished_airing,pg_13,False,2014.0,13.0,24.0,False,False,7.45,374003.0,7.2,-0.25,Comedy | Supernatural | Workplace,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
MOVIE,original,finished_airing,r+,False,,1.0,3.0,False,True,3.78,855.0,3.4,-0.38,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,r+,False,,1.0,4.0,False,True,4.34,380.0,3.4,-0.94,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,r+,False,,1.0,4.0,False,True,3.29,1174.0,2.8,-0.49,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,False,,1.0,4.0,False,True,4.54,363.0,3.8,-0.74,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,False,2008.0,1.0,4.0,False,True,4.58,500.0,3.8,-0.78,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,False,,1.0,8.0,False,True,4.69,402.0,3.1,-1.59,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,r+,False,,1.0,4.0,False,True,3.12,1490.0,2.7,-0.42,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,False,,1.0,4.0,False,True,4.54,271.0,3.4,-1.14,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,r+,False,,1.0,6.0,False,True,3.55,779.0,2.9,-0.65,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,pg_13,False,,1.0,11.0,False,True,4.65,342.0,3.7,-0.95,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,r+,False,,1.0,4.0,False,True,2.99,982.0,2.5,-0.49,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,r+,False,,1.0,6.0,False,True,2.43,1867.0,2.1,-0.33,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,4_koma_manga,finished_airing,pg_13,False,2014.0,12.0,24.0,False,False,6.91,18112.0,6.6,-0.31,CGDCT | Comedy | Idols (Female),1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,r,False,2014.0,24.0,24.0,False,False,7.48,1424732.0,7.3,-0.18,Action | Fantasy | Gore | Shounen,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TV,game,finished_airing,pg,False,2014.0,11.0,24.0,False,False,6.54,1014.0,6.0,-0.54,Idols (Female) | Music | Sports,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TV,original,finished_airing,g,False,1966.0,1274.0,5.0,True,False,5.71,239.0,,,Historical,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,light_novel,finished_airing,pg_13,False,2014.0,12.0,24.0,False,False,5.6,11069.0,5.0,-0.6,Adventure | Comedy | Ecchi | Fantasy,1.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MOVIE,picture_book,finished_airing,g,False,,1.0,10.0,False,True,6.46,1549.0,5.9,-0.56,Adventure | Kids,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,r+,False,,1.0,4.0,False,True,3.71,660.0,3.2,-0.51,Avant Garde | Music,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,pg_13,False,2014.0,13.0,24.0,False,False,7.61,242577.0,7.5,-0.11,School | Sports,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TV,card_game,finished_airing,r,False,2014.0,12.0,24.0,False,False,7.21,65915.0,6.9,-0.31,High Stakes Game | Psychological | Strategy Game | Suspense,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,visual_novel,finished_airing,r,False,2014.0,12.0,28.0,False,False,8.18,738771.0,8.0,-0.18,Action | Fantasy | Urban Fantasy,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,manga,finished_airing,r,False,2014.0,12.0,24.0,False,False,7.79,2021479.0,7.6,-0.19,Action | Fantasy | Gore | Horror | Psychological | Seinen | Suspense | Urban Fantasy,4.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
TV,original,finished_airing,pg_13,False,2006.0,12.0,6.0,False,False,5.56,352.0,4.1,-1.46,Comedy,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,book,finished_airing,pg,False,2014.0,26.0,25.0,False,False,7.1,7564.0,6.5,-0.6,Adventure,2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TV,original,finished_airing,g,False,2014.0,10.0,10.0,False,False,6.04,594.0,5.2,-0.84,Comedy | Fantasy | Kids,0.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,other,finished_airing,g,False,,1.0,17.0,False,True,5.75,151.0,4.3,-1.45,Kids,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
MOVIE,original,finished_airing,r,False,,1.0,25.0,False,True,6.58,2094.0,5.2,-1.38,Avant Garde,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
